כתובת,"מ""ר",תאריך עסקה,מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,"מחיר למ""ר",קומות במבנה
עובדיה 14,126,25/01/2021,"1,765,000 ₪",11114-10-5,דירה בבית קומות,5,שניה,2015,"19,524 ₪",5
התשבי 102,91.68,03/10/2023,"1,950,000 ₪",11713-11-1,דירה בבית קומות,4,קרקע,1960,"21,270 ₪",2
התשבי 13,71.5,27/09/2023,"1,380,000 ₪",11718-6-7,דירה בבית קומות,3,שניה,1960,"19,437 ₪",3
התשבי 13,71.5,23/07/2010,"708,000 ₪",11718-6-7,דירה בבית קומות,3,שניה,1960,"19,437 ₪",3
התשבי 13,71.5,27/09/2023,חלק נמכר,11718-6-7,דירה בבית קומות,3,שניה,1960,"19,437 ₪",3
התשבי 13,71.5,מחיר,1,11718-6-7,דירה בבית קומות,3,שניה,1960,"19,437 ₪",3
התשבי 13,71.5,26%,"358,800 ₪",11718-6-7,דירה בבית קומות,3,שניה,1960,"19,437 ₪",3
התשבי 13,71.5,2,73%,11718-6-7,דירה בבית קומות,3,שניה,1960,"19,437 ₪",3
התשבי 13,71.5,"1,007,400 ₪","1,380,000 ₪",11718-6-7,דירה בבית קומות,3,שניה,1960,"19,437 ₪",3
התשבי 4,82.4,26/09/2023,"3,280,000 ₪",11113-12-3,דירה בבית קומות,5,שניה,2003,"39,806 ₪",3
שונמית 5,126,14/09/2023,"3,250,000 ₪",11114-11-18,דירת גג,6,שביעית,1961,"25,794 ₪",4
שומרון 4,107.22,04/09/2023,"1,800,000 ₪",11718-15-6,דירה בבית קומות,4,שניה,1997,"16,788 ₪",4
עובדיה 19,63.3,03/09/2023,"1,045,000 ₪",12598-5-7,דירה בבית קומות,3,שישית,1960,"16,509 ₪",6
הנשיא 40,43,30/08/2023,"970,000 ₪",11686-17-2,דירה בבית קומות,2,קרקע נמוכה,1950,"22,558 ₪",2
